bloc,batch,demand,n,total,pct
Gauche radicale,NEW_OFFENSIVE,secure_passage,2,1324,0.15
Gauche radicale,NEW_OFFENSIVE,security,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,solidarity,11,1324,0.83
Gauche radicale,NEW_OFFENSIVE,solidarity_with_Palestine,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,solidarity_with_palestine,2,1324,0.15
Gauche radicale,NEW_OFFENSIVE,solidarity_with_palestinians,2,1324,0.15
Gauche radicale,NEW_OFFENSIVE,solidarity_with_protesters,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,state_recognition,75,1324,5.66
Gauche radicale,NEW_OFFENSIVE,stop_actions,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,stop_arms_deliveries,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,stop_arms_delivery,2,1324,0.15
Gauche radicale,NEW_OFFENSIVE,stop_censorship,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,stop_genocide,36,1324,2.72
Gauche radicale,NEW_OFFENSIVE,stop_islamophobia,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,stop_massacre,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,stop_massacres,3,1324,0.23
Gauche radicale,NEW_OFFENSIVE,stop_persecution,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,stop_subsidizing,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,strong_action,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,strong_measures,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,support_Urgence_Palestine,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,support_activists,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,support_flotilla,2,1324,0.15
Gauche radicale,NEW_OFFENSIVE,support_for_Palestinians,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,support_for_Rima_Hassan,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,support_for_flotilla,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,support_for_palestine,2,1324,0.15
Gauche radicale,NEW_OFFENSIVE,support_for_palestinian_rights,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,support_for_palestinians,3,1324,0.23
Gauche radicale,NEW_OFFENSIVE,support_meeting,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,support_mobilization,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,support_movement,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,support_voix_engagement,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,support_youth,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,suspend_EU_israel_agreement,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,suspend_agreement,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,suspend_agreements,2,1324,0.15
Gauche radicale,NEW_OFFENSIVE,suspend_convention,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,suspend_jumelage,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,suspend_twinning,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,suspend_twinnings,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,suspension_agreement,2,1324,0.15
Gauche radicale,NEW_OFFENSIVE,suspension_agreements,3,1324,0.23
Gauche radicale,NEW_OFFENSIVE,suspension_jumelage,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,suspension_of_agreements,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,total_boycott,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,two_state_solution,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,unconditional_release,6,1324,0.45
Gauche radicale,NEW_OFFENSIVE,urgent_action,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,urgent_debate,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,war_crimes_investigation,1,1324,0.08
Gauche radicale,POST_CIJ,CPI_investigation,1,257,0.39
Gauche radicale,POST_CIJ,UNRWA_commitment,1,257,0.39
Gauche radicale,POST_CIJ,UN_resolution,1,257,0.39
Gauche radicale,POST_CIJ,act_against_genocide,1,257,0.39
Gauche radicale,POST_CIJ,action_UN,1,257,0.39
Gauche radicale,POST_CIJ,action_against_israel,1,257,0.39
Gauche radicale,POST_CIJ,action_france,1,257,0.39
Gauche radicale,POST_CIJ,aid_unrwa,1,257,0.39
Gauche radicale,POST_CIJ,apply_icj_decision,1,257,0.39
Gauche radicale,POST_CIJ,arms_embargo,5,257,1.95
Gauche radicale,POST_CIJ,arms_stop,2,257,0.78
Gauche radicale,POST_CIJ,cease_arms_deliveries,1,257,0.39
Gauche radicale,POST_CIJ,cease_ethnic_cleaning,1,257,0.39
Gauche radicale,POST_CIJ,cease_war_crimes,1,257,0.39
Gauche radicale,POST_CIJ,ceasefire,72,257,28.02
Gauche radicale,POST_CIJ,ci_declaration,1,257,0.39
Gauche radicale,POST_CIJ,civil_protection,1,257,0.39
Gauche radicale,POST_CIJ,denounce_massacre,1,257,0.39
Gauche radicale,POST_CIJ,economic_sanctions,2,257,0.78
Gauche radicale,POST_CIJ,end_genocide,1,257,0.39
Gauche radicale,POST_CIJ,end_humanitarian_crisis,1,257,0.39
Gauche radicale,POST_CIJ,end_war,1,257,0.39
Gauche radicale,POST_CIJ,enforce_CIJ_decision,1,257,0.39
Gauche radicale,POST_CIJ,facilitate_humanitarian_aid,1,257,0.39
Gauche radicale,POST_CIJ,financial_support,1,257,0.39
Gauche radicale,POST_CIJ,freedom_for_palestinians,1,257,0.39
Gauche radicale,POST_CIJ,funding_support,1,257,0.39
Gauche radicale,POST_CIJ,halt_UNRWA_funding,1,257,0.39
Gauche radicale,POST_CIJ,hostage_release,6,257,2.33
Gauche radicale,POST_CIJ,humanitarian_access,1,257,0.39
Gauche radicale,POST_CIJ,humanitarian_action,1,257,0.39
Gauche radicale,POST_CIJ,humanitarian_aid,3,257,1.17
Gauche radicale,POST_CIJ,icc_involvement,1,257,0.39
Gauche radicale,POST_CIJ,increase_aid,1,257,0.39
Gauche radicale,POST_CIJ,international_law,2,257,0.78
Gauche radicale,POST_CIJ,investigate_war_crimes,1,257,0.39
Gauche radicale,POST_CIJ,justice_international,1,257,0.39
Gauche radicale,POST_CIJ,none,99,257,38.52
Gauche radicale,POST_CIJ,peace,1,257,0.39
Gauche radicale,POST_CIJ,prevent_genocide,2,257,0.78
Gauche radicale,POST_CIJ,protect_palestinians,2,257,0.78
Gauche radicale,POST_CIJ,protection_civilians,1,257,0.39
Gauche radicale,POST_CIJ,protection_of_civilians,2,257,0.78
Gauche radicale,POST_CIJ,recognition_of_rights,1,257,0.39
Gauche radicale,POST_CIJ,recognition_state_palestine,1,257,0.39
Gauche radicale,POST_CIJ,recognize_rights,1,257,0.39
Gauche radicale,POST_CIJ,respect_CIJ,1,257,0.39
Gauche radicale,POST_CIJ,respect_international_law,1,257,0.39
Gauche radicale,POST_CIJ,respect_measures,1,257,0.39
Gauche radicale,POST_CIJ,sanction_israel,1,257,0.39
Gauche radicale,POST_CIJ,sanction_perpetrators,1,257,0.39
Gauche radicale,POST_CIJ,sanctions,3,257,1.17
Gauche radicale,POST_CIJ,sanctions_against_Israel,1,257,0.39
Gauche radicale,POST_CIJ,state_recognition,3,257,1.17
Gauche radicale,POST_CIJ,stop_arms_delivery,1,257,0.39
Gauche radicale,POST_CIJ,stop_carnage,1,257,0.39
Gauche radicale,POST_CIJ,stop_genocide,1,257,0.39
Gauche radicale,POST_CIJ,stop_massacre,1,257,0.39
Gauche radicale,POST_CIJ,stop_operations,1,257,0.39
Gauche radicale,POST_CIJ,support_CIJ_judgment,1,257,0.39
Gauche radicale,POST_CIJ,support_for_South_Africa,1,257,0.39
Gauche radicale,POST_CIJ,support_for_palestinians,1,257,0.39
Gauche radicale,POST_CIJ,support_unrwa,1,257,0.39
Gauche radicale,POST_CIJ,suspend_arms_deliveries,1,257,0.39
Gauche radicale,POST_CIJ,two_state_solution,1,257,0.39
Gauche radicale,POST_CIJ,unrwa_support,1,257,0.39
Gauche radicale,POST_CIJ,urgent_action,1,257,0.39
Gauche radicale,POST_SINWAR,accountability,2,189,1.06
Gauche radicale,POST_SINWAR,action_against_genocide,1,189,0.53
Gauche radicale,POST_SINWAR,action_against_israeli_companies,1,189,0.53
Gauche radicale,POST_SINWAR,action_france,1,189,0.53
Gauche radicale,POST_SINWAR,arms_embargo,7,189,3.7
Gauche radicale,POST_SINWAR,arms_supply,1,189,0.53
Gauche radicale,POST_SINWAR,audit_pluralism,1,189,0.53
Gauche radicale,POST_SINWAR,ban_on_israel,1,189,0.53
Gauche radicale,POST_SINWAR,boycott,3,189,1.59
Gauche radicale,POST_SINWAR,cancel_agreements,1,189,0.53
Gauche radicale,POST_SINWAR,ceasefire,15,189,7.94
Gauche radicale,POST_SINWAR,cooperation_suspension,1,189,0.53
Gauche radicale,POST_SINWAR,defense_of_international_law,1,189,0.53
Gauche radicale,POST_SINWAR,defense_of_palestinians,1,189,0.53
Gauche radicale,POST_SINWAR,denounce_crime,1,189,0.53
Gauche radicale,POST_SINWAR,diplomatic_action,1,189,0.53
Gauche radicale,POST_SINWAR,dismantle_Tsahal,1,189,0.53
Gauche radicale,POST_SINWAR,dissolution_CRIF,1,189,0.53
Gauche radicale,POST_SINWAR,economic_boycott,1,189,0.53
Gauche radicale,POST_SINWAR,economic_sanctions,1,189,0.53
Gauche radicale,POST_SINWAR,end_arms_exports,1,189,0.53
Gauche radicale,POST_SINWAR,end_complicity,1,189,0.53
Gauche radicale,POST_SINWAR,end_ethnic_cleansing,1,189,0.53
Gauche radicale,POST_SINWAR,end_genocidal_policy,1,189,0.53
Gauche radicale,POST_SINWAR,end_genocide,1,189,0.53
Gauche radicale,POST_SINWAR,end_of_occupation,1,189,0.53
Gauche radicale,POST_SINWAR,end_support_israeli_crimes,1,189,0.53
Gauche radicale,POST_SINWAR,freedom_of_expression,1,189,0.53
Gauche radicale,POST_SINWAR,freedom_of_manifestation,1,189,0.53
Gauche radicale,POST_SINWAR,genocide_resolution,1,189,0.53
Gauche radicale,POST_SINWAR,halt_funding,1,189,0.53
Gauche radicale,POST_SINWAR,human_dignity,1,189,0.53
Gauche radicale,POST_SINWAR,humanitarian_aid,3,189,1.59
Gauche radicale,POST_SINWAR,international_action,1,189,0.53
Gauche radicale,POST_SINWAR,isolation_international,1,189,0.53
Gauche radicale,POST_SINWAR,judgment_netanyahu,1,189,0.53
Gauche radicale,POST_SINWAR,justice,1,189,0.53
Gauche radicale,POST_SINWAR,justice_for_palestinians,1,189,0.53
Gauche radicale,POST_SINWAR,media_accountability,1,189,0.53
Gauche radicale,POST_SINWAR,military_ban,1,189,0.53
Gauche radicale,POST_SINWAR,mobilization,1,189,0.53
Gauche radicale,POST_SINWAR,none,90,189,47.62
Gauche radicale,POST_SINWAR,peace,1,189,0.53
Gauche radicale,POST_SINWAR,political_sanctions,1,189,0.53
Gauche radicale,POST_SINWAR,recognition_genocide,3,189,1.59
Gauche radicale,POST_SINWAR,recognition_of_genocide,2,189,1.06
Gauche radicale,POST_SINWAR,recognition_state_palestine,1,189,0.53
Gauche radicale,POST_SINWAR,renaming_event,1,189,0.53
Gauche radicale,POST_SINWAR,sanctions,7,189,3.7
Gauche radicale,POST_SINWAR,sanctions_israel,1,189,0.53
Gauche radicale,POST_SINWAR,self_determination,1,189,0.53
Gauche radicale,POST_SINWAR,signature_petition,1,189,0.53
Gauche radicale,POST_SINWAR,solidarity_with_victims,1,189,0.53
Gauche radicale,POST_SINWAR,state_recognition,4,189,2.12
Gauche radicale,POST_SINWAR,stop_arms_deliveries,1,189,0.53
Gauche radicale,POST_SINWAR,stop_fascism,1,189,0.53
Gauche radicale,POST_SINWAR,stop_genocide,3,189,1.59
Gauche radicale,POST_SINWAR,support_for_displaced,1,189,0.53
Gauche radicale,POST_SINWAR,support_for_film,1,189,0.53
Gauche radicale,POST_SINWAR,support_for_palestinian_rights,1,189,0.53
Gauche radicale,POST_SINWAR,suspension_eu_agreement,1,189,0.53
Gauche radicale,RAFAH,CEDH_intervention,1,804,0.12
Gauche radicale,RAFAH,UN_intervention,3,804,0.37
Gauche radicale,RAFAH,accountability,6,804,0.75
Gauche radicale,RAFAH,action_against_Netanyahu,1,804,0.12
Gauche radicale,RAFAH,action_against_genocide,2,804,0.25
Gauche radicale,RAFAH,action_against_israel,2,804,0.25
Gauche radicale,RAFAH,action_france,4,804,0.5
Gauche radicale,RAFAH,action_multiplication,1,804,0.12
Gauche radicale,RAFAH,aid_delivery,1,804,0.12
Gauche radicale,RAFAH,anti-colonialism,1,804,0.12
Gauche radicale,RAFAH,apply_icj_decision,1,804,0.12
Gauche radicale,RAFAH,arms_embargo,30,804,3.73
Gauche radicale,RAFAH,arms_export_stop,1,804,0.12
Gauche radicale,RAFAH,arms_sales_stoppage,1,804,0.12
Gauche radicale,RAFAH,arms_sanctions,1,804,0.12
Gauche radicale,RAFAH,arms_stop,2,804,0.25
Gauche radicale,RAFAH,arms_trade_stoppage,1,804,0.12
Gauche radicale,RAFAH,ban,1,804,0.12
Gauche radicale,RAFAH,ban_arms_sale,1,804,0.12
Gauche radicale,RAFAH,block_intervention,1,804,0.12
Gauche radicale,RAFAH,boycott,2,804,0.25
Gauche radicale,RAFAH,boycott_TF1,1,804,0.12
Gauche radicale,RAFAH,boycott_media,1,804,0.12
Gauche radicale,RAFAH,boycott_products,1,804,0.12
Gauche radicale,RAFAH,cancel_exhibitors,1,804,0.12
Gauche radicale,RAFAH,cease_arms_supply,1,804,0.12
Gauche radicale,RAFAH,cease_stop_genocide,1,804,0.12
Gauche radicale,RAFAH,ceasefire,97,804,12.06
Gauche radicale,RAFAH,condamnation_agressions,1,804,0.12
Gauche radicale,RAFAH,condemn_genocide,2,804,0.25
Gauche radicale,RAFAH,condemnation,1,804,0.12
Gauche radicale,RAFAH,criminal_investigation,1,804,0.12
Gauche radicale,RAFAH,denunciation_of_genocide,1,804,0.12
Gauche radicale,RAFAH,diplomatic_sanctions,1,804,0.12
Gauche radicale,RAFAH,economic_boycott,1,804,0.12
Gauche radicale,RAFAH,economic_sanctions,8,804,1.0
Gauche radicale,RAFAH,embargo,1,804,0.12
Gauche radicale,RAFAH,end_apartheid,1,804,0.12
Gauche radicale,RAFAH,end_arms_contracts,1,804,0.12
Gauche radicale,RAFAH,end_arms_deliveries,2,804,0.25
Gauche radicale,RAFAH,end_arms_delivery,1,804,0.12
Gauche radicale,RAFAH,end_colonization,3,804,0.37
Gauche radicale,RAFAH,end_complicity,2,804,0.25
Gauche radicale,RAFAH,end_conflict,1,804,0.12
Gauche radicale,RAFAH,end_cooperation,1,804,0.12
Gauche radicale,RAFAH,end_criminalization,1,804,0.12
Gauche radicale,RAFAH,end_genocide,10,804,1.24
Gauche radicale,RAFAH,end_massacres,1,804,0.12
Gauche radicale,RAFAH,end_occupation,1,804,0.12
Gauche radicale,RAFAH,end_of_prosecutions,1,804,0.12
Gauche radicale,RAFAH,end_repression,1,804,0.12
Gauche radicale,RAFAH,end_support,1,804,0.12
Gauche radicale,RAFAH,end_to_genocide,1,804,0.12
Gauche radicale,RAFAH,end_weapons_deliveries,1,804,0.12
Gauche radicale,RAFAH,examine_partnerships,1,804,0.12
Gauche radicale,RAFAH,exclusion_israel_eurovision,1,804,0.12
Gauche radicale,RAFAH,fight_genocide,1,804,0.12
Gauche radicale,RAFAH,free_palestine,2,804,0.25
Gauche radicale,RAFAH,free_speech_support,1,804,0.12
Gauche radicale,RAFAH,genocide_denunciation,2,804,0.25
Gauche radicale,RAFAH,genocide_recognition,1,804,0.12
Gauche radicale,RAFAH,genocide_stopping,1,804,0.12
Gauche radicale,RAFAH,government_action,1,804,0.12
Gauche radicale,RAFAH,group_friendship,1,804,0.12
Gauche radicale,RAFAH,halt_arms_deliveries,1,804,0.12
Gauche radicale,RAFAH,halt_bombing,1,804,0.12
Gauche radicale,RAFAH,hold_accountable,1,804,0.12
Gauche radicale,RAFAH,hostage_release,10,804,1.24
Gauche radicale,RAFAH,humanitarian_aid,1,804,0.12
Gauche radicale,RAFAH,icc_accountability,1,804,0.12
Gauche radicale,RAFAH,icc_action,3,804,0.37
Gauche radicale,RAFAH,icc_mandate,1,804,0.12
Gauche radicale,RAFAH,imprisonment,1,804,0.12
Gauche radicale,RAFAH,information_free_speech,1,804,0.12
Gauche radicale,RAFAH,international_coalition,1,804,0.12
Gauche radicale,RAFAH,international_law,1,804,0.12
Gauche radicale,RAFAH,international_mobilization,1,804,0.12
Gauche radicale,RAFAH,international_pressure,1,804,0.12
Gauche radicale,RAFAH,investigation,1,804,0.12
Gauche radicale,RAFAH,isolation,1,804,0.12
Gauche radicale,RAFAH,isolation_israel,2,804,0.25
Gauche radicale,RAFAH,isolation_of_Israel,1,804,0.12
Gauche radicale,RAFAH,judgment_international,1,804,0.12
Gauche radicale,RAFAH,justice,2,804,0.25
Gauche radicale,RAFAH,justice_for_complicity,1,804,0.12
Gauche radicale,RAFAH,justice_for_war_crimes,1,804,0.12
Gauche radicale,RAFAH,liberation_of_palestinians,1,804,0.12
Gauche radicale,RAFAH,lift_blockade,1,804,0.12
Gauche radicale,RAFAH,none,351,804,43.66
Gauche radicale,RAFAH,peace,5,804,0.62
Gauche radicale,RAFAH,peace_defense,1,804,0.12
Gauche radicale,RAFAH,peace_process,1,804,0.12
Gauche radicale,RAFAH,peace_support,1,804,0.12
Gauche radicale,RAFAH,petition_support,1,804,0.12
Gauche radicale,RAFAH,political_prisoners_release,1,804,0.12
Gauche radicale,RAFAH,protests,1,804,0.12
Gauche radicale,RAFAH,recognition_genocide,1,804,0.12
Gauche radicale,RAFAH,recognition_of_Palestine,1,804,0.12
Gauche radicale,RAFAH,recognition_of_palestine,1,804,0.12
Gauche radicale,RAFAH,recognition_of_rights,1,804,0.12
Gauche radicale,RAFAH,recognition_of_state,1,804,0.12
Gauche radicale,RAFAH,recognition_state,2,804,0.25
Gauche radicale,RAFAH,release_students,2,804,0.25
Gauche radicale,RAFAH,reparation,1,804,0.12
Gauche radicale,RAFAH,resistance,1,804,0.12
Gauche radicale,RAFAH,respect_for_international_law,1,804,0.12
Gauche radicale,RAFAH,responsibility,1,804,0.12
Gauche radicale,RAFAH,sanctions,28,804,3.48
Gauche radicale,RAFAH,sanctions_Bouygues,1,804,0.12
Gauche radicale,RAFAH,sanctions_against_israel,2,804,0.25
Gauche radicale,RAFAH,security,1,804,0.12
Gauche radicale,RAFAH,solidarity,3,804,0.37
Gauche radicale,RAFAH,solidarity_with_palestine,1,804,0.12
Gauche radicale,RAFAH,state_creation,1,804,0.12
Gauche radicale,RAFAH,state_recognition,78,804,9.7
Gauche radicale,RAFAH,stop_arming,1,804,0.12
Gauche radicale,RAFAH,stop_arms_deliveries,1,804,0.12
Gauche radicale,RAFAH,stop_arms_supplies,1,804,0.12
Gauche radicale,RAFAH,stop_attacks,1,804,0.12
Gauche radicale,RAFAH,stop_broadcast,1,804,0.12
Gauche radicale,RAFAH,stop_colonization,1,804,0.12
Gauche radicale,RAFAH,stop_ethnic_cleaning,1,804,0.12
Gauche radicale,RAFAH,stop_genocide,16,804,1.99
Gauche radicale,RAFAH,stop_massacre,1,804,0.12
Gauche radicale,RAFAH,stop_massacres,1,804,0.12
Gauche radicale,RAFAH,stop_offensive,1,804,0.12
Gauche radicale,RAFAH,stop_operations,1,804,0.12
Gauche radicale,RAFAH,stop_support,1,804,0.12
Gauche radicale,RAFAH,strong_action,1,804,0.12
Gauche radicale,RAFAH,strong_action_against_genocide,1,804,0.12
Gauche radicale,RAFAH,student_release,1,804,0.12
Gauche radicale,RAFAH,support_for_GMeurice,1,804,0.12
Gauche radicale,RAFAH,support_for_Gaza,1,804,0.12
Gauche radicale,RAFAH,support_for_candidate,1,804,0.12
Gauche radicale,RAFAH,support_for_palestinian_people,1,804,0.12
Gauche radicale,RAFAH,support_international_law,1,804,0.12
Gauche radicale,RAFAH,support_self_determination,1,804,0.12
Gauche radicale,RAFAH,suspend_agreements,1,804,0.12
Gauche radicale,RAFAH,suspend_trading_agreement,1,804,0.12
Gauche radicale,RAFAH,suspension_agreement,1,804,0.12
Gauche radicale,RAFAH,suspension_cooperation,1,804,0.12
Gauche radicale,RAFAH,symbolic_honor,1,804,0.12
Gauche radicale,RAFAH,testimony_access,1,804,0.12
Gauche radicale,RAFAH,un_protection_force,1,804,0.12
Gauche radicale,RAFAH,vote_union_populaire,1,804,0.12
Gauche radicale,RAFAH,war_crime_condemnation,1,804,0.12
Gauche radicale,RAFAH,war_crime_punishment,1,804,0.12
Gauche radicale,RAFAH,war_criminals_judged,1,804,0.12
Gauche radicale,RAFAH,war_criminals_sanctions,1,804,0.12
Gauche radicale,RAFAH,welcome_testimony,1,804,0.12
Gauche radicale,RAFAH,youth_mobilization,1,804,0.12
